ENTREVISTA,REGIAO,UF,MUNICIPIO,qtd_geladeira,kwh_geladeira,kwh_categoria_refrigeracao
71852,Centro-Oeste,MS,Campo Grande,0.0,0.0,0.0
71853,Centro-Oeste,MS,Campo Grande,0.0,0.0,0.0
71860,Centro-Oeste,MT,Rondonópolis,0.0,0.0,0.0
71862,Sul,RS,Porto Alegre,0.0,0.0,0.0
71863,Sul,RS,Porto Alegre,0.0,0.0,0.0
71864,Sul,RS,Porto Alegre,0.0,0.0,0.0
71867,Sudeste,SP,Campinas,0.0,0.0,0.0
71872,Sul,RS,Porto Alegre,0.0,0.0,0.0
71877,Sudeste,SP,Ribeirão Preto,0.0,0.0,0.0
71878,Sudeste,SP,Ribeirão Preto,0.0,0.0,0.0
71881,Sul,RS,Porto Alegre,0.0,0.0,0.0
71889,Centro-Oeste,MT,Rondonópolis,0.0,0.0,0.0
71897,Centro-Oeste,DF,Brasília,0.0,0.0,0.0
71904,Sudeste,MG,Uberlândia,0.0,0.0,0.0
71907,Sudeste,MG,Uberlândia,0.0,0.0,0.0
71908,Sudeste,MG,Uberlândia,0.0,0.0,0.0
71911,Sudeste,SP,Ribeirão Preto,0.0,0.0,0.0
71912,Sudeste,SP,Ribeirão Preto,0.0,0.0,0.0
71913,Sudeste,SP,Ribeirão Preto,0.0,0.0,0.0
71915,Sudeste,SP,Ribeirão Preto,0.0,0.0,0.0
71920,Centro-Oeste,MS,Campo Grande,0.0,0.0,0.0
71921,Centro-Oeste,MS,Campo Grande,0.0,0.0,0.0
71922,Centro-Oeste,MS,Campo Grande,0.0,0.0,0.0
71923,Centro-Oeste,MS,Campo Grande,0.0,0.0,0.0
71924,Centro-Oeste,MS,Campo Grande,0.0,0.0,0.0
71925,Centro-Oeste,MS,Campo Grande,0.0,0.0,0.0
71927,Centro-Oeste,MS,Campo Grande,0.0,0.0,0.0
71928,Centro-Oeste,MS,Campo Grande,0.0,0.0,0.0
71929,Centro-Oeste,MS,Campo Grande,0.0,0.0,0.0
71930,Centro-Oeste,MS,Campo Grande,0.0,0.0,0.0
71931,Centro-Oeste,MS,Campo Grande,0.0,0.0,0.0
71932,Sul,RS,Porto Alegre,0.0,0.0,0.0
71933,Sul,RS,Porto Alegre,0.0,0.0,0.0
71934,Sul,RS,Porto Alegre,0.0,0.0,0.0
71936,Sul,RS,Porto Alegre,0.0,0.0,0.0
71937,Sul,RS,Porto Alegre,0.0,0.0,0.0
71938,Sul,RS,Porto Alegre,0.0,0.0,0.0
71940,Sul,RS,Porto Alegre,0.0,0.0,0.0
71943,Norte,PA,Santarém,0.0,0.0,0.0
71944,Norte,PA,Santarém,0.0,0.0,0.0
71946,Norte,PA,Santarém,0.0,0.0,0.0
71947,Norte,PA,Santarém,0.0,0.0,0.0
71948,Norte,PA,Santarém,0.0,0.0,0.0
71952,Norte,PA,Santarém,0.0,0.0,0.0
71953,Norte,PA,Santarém,0.0,0.0,0.0
71955,Norte,PA,Santarém,0.0,0.0,0.0
71958,Norte,PA,Santarém,0.0,0.0,0.0
71959,Norte,PA,Santarém,0.0,0.0,0.0
71960,Norte,PA,Santarém,0.0,0.0,0.0
71961,Norte,PA,Santarém,0.0,0.0,0.0
71962,Norte,PA,Santarém,0.0,0.0,0.0
71963,Norte,PA,Santarém,0.0,0.0,0.0
71964,Sudeste,MG,Uberlândia,0.0,0.0,0.0
71965,Sudeste,MG,Uberlândia,0.0,0.0,0.0
71966,Sudeste,MG,Uberlândia,0.0,0.0,0.0
71978,Sudeste,SP,Campinas,0.0,0.0,0.0
71980,Sudeste,SP,Campinas,0.0,0.0,0.0
71981,Sudeste,SP,Campinas,0.0,0.0,0.0
71984,Sudeste,SP,Campinas,0.0,0.0,0.0
71985,Sudeste,SP,Campinas,0.0,0.0,0.0
71993,Sul,RS,Porto Alegre,0.0,0.0,0.0
71994,Sul,RS,Porto Alegre,0.0,0.0,0.0
71995,Sul,RS,Porto Alegre,0.0,0.0,0.0
71996,Sul,RS,Porto Alegre,0.0,0.0,0.0
71997,Sul,RS,Porto Alegre,0.0,0.0,0.0
71999,Sul,RS,Porto Alegre,0.0,0.0,0.0
72002,Sul,RS,Porto Alegre,0.0,0.0,0.0
72003,Centro-Oeste,MS,Dourados,0.0,0.0,0.0
72004,Sul,RS,Porto Alegre,0.0,0.0,0.0
72006,Sul,RS,Porto Alegre,0.0,0.0,0.0
72008,Sul,RS,Porto Alegre,0.0,0.0,0.0
72012,Sul,RS,Porto Alegre,0.0,0.0,0.0
72014,Sul,RS,Porto Alegre,0.0,0.0,0.0
72018,Centro-Oeste,MS,Dourados,0.0,0.0,0.0
72022,Sul,RS,Porto Alegre,0.0,0.0,0.0
72029,Sudeste,SP,Campinas,0.0,0.0,0.0
72030,Sudeste,SP,Campinas,0.0,0.0,0.0
72031,Sudeste,SP,Campinas,0.0,0.0,0.0
72033,Sudeste,SP,Campinas,0.0,0.0,0.0
72034,Sudeste,SP,Campinas,0.0,0.0,0.0
72041,Sul,RS,Porto Alegre,0.0,0.0,0.0
72044,Sul,RS,Porto Alegre,0.0,0.0,0.0
72046,Sul,RS,Porto Alegre,0.0,0.0,0.0
72047,Sul,RS,Porto Alegre,0.0,0.0,0.0
72048,Sul,RS,Porto Alegre,0.0,0.0,0.0
72050,Sul,RS,Porto Alegre,0.0,0.0,0.0
72052,Sul,RS,Porto Alegre,0.0,0.0,0.0
72057,Sudeste,MG,Uberlândia,0.0,0.0,0.0
72058,Sudeste,MG,Uberlândia,0.0,0.0,0.0
72068,Sul,SC,Florianópolis,0.0,0.0,0.0
72076,Centro-Oeste,MS,Campo Grande,0.0,0.0,0.0
72080,Centro-Oeste,MS,Campo Grande,0.0,0.0,0.0
72084,Centro-Oeste,MS,Campo Grande,0.0,0.0,0.0
72090,Centro-Oeste,MS,Campo Grande,0.0,0.0,0.0
72093,Centro-Oeste,MS,Campo Grande,0.0,0.0,0.0
72101,Sudeste,SP,Campinas,0.0,0.0,0.0
72130,Centro-Oeste,MS,Campo Grande,0.0,0.0,0.0
72131,Centro-Oeste,MS,Campo Grande,0.0,0.0,0.0
72132,Centro-Oeste,MS,Campo Grande,0.0,0.0,0.0
72135,Sudeste,SP,Ribeirão Preto,0.0,0.0,0.0
72138,Sudeste,SP,Santo André,0.0,0.0,0.0
72158,Sudeste,SP,Ribeirão Preto,0.0,0.0,0.0
72160,Sudeste,SP,Ribeirão Preto,0.0,0.0,0.0
72161,Sudeste,SP,Ribeirão Preto,0.0,0.0,0.0
72164,Sudeste,SP,Ribeirão Preto,0.0,0.0,0.0
72172,Centro-Oeste,DF,Brasília,0.0,0.0,0.0
72173,Centro-Oeste,DF,Brasília,0.0,0.0,0.0
72175,Centro-Oeste,DF,Brasília,0.0,0.0,0.0
72177,Centro-Oeste,DF,Brasília,0.0,0.0,0.0
72183,Sudeste,SP,Ribeirão Preto,0.0,0.0,0.0
72185,Sudeste,ES,Colatina,0.0,0.0,0.0
72189,Sul,SC,Criciúma,0.0,0.0,0.0
72190,Sul,SC,Criciúma,0.0,0.0,0.0
72207,Sul,SC,Criciúma,0.0,0.0,0.0
72210,Sul,SC,Criciúma,0.0,0.0,0.0
72224,Sudeste,ES,Colatina,0.0,0.0,0.0
72228,Centro-Oeste,MS,Campo Grande,0.0,0.0,0.0
72229,Centro-Oeste,MS,Campo Grande,0.0,0.0,0.0
72232,Centro-Oeste,MS,Campo Grande,0.0,0.0,0.0
72235,Centro-Oeste,MS,Campo Grande,0.0,0.0,0.0
72237,Centro-Oeste,MS,Campo Grande,0.0,0.0,0.0
72245,Centro-Oeste,DF,Brasília,0.0,0.0,0.0
72247,Centro-Oeste,DF,Brasília,0.0,0.0,0.0
72248,Centro-Oeste,DF,Brasília,0.0,0.0,0.0
72249,Centro-Oeste,DF,Brasília,0.0,0.0,0.0
72250,Centro-Oeste,DF,Brasília,0.0,0.0,0.0
72252,Centro-Oeste,DF,Brasília,0.0,0.0,0.0
72262,Sul,RS,Porto Alegre,0.0,0.0,0.0
72263,Sul,RS,Porto Alegre,0.0,0.0,0.0
72265,Centro-Oeste,MS,Campo Grande,0.0,0.0,0.0
72269,Centro-Oeste,MS,Campo Grande,0.0,0.0,0.0
72271,Centro-Oeste,MS,Campo Grande,0.0,0.0,0.0
72272,Centro-Oeste,MS,Campo Grande,0.0,0.0,0.0
72278,Sul,RS,Porto Alegre,0.0,0.0,0.0
72281,Centro-Oeste,MS,Campo Grande,0.0,0.0,0.0
72287,Centro-Oeste,MS,Campo Grande,0.0,0.0,0.0
72288,Centro-Oeste,MS,Campo Grande,0.0,0.0,0.0
72289,Sul,RS,Porto Alegre,0.0,0.0,0.0
72290,Sul,RS,Porto Alegre,0.0,0.0,0.0
72291,Sul,RS,Porto Alegre,0.0,0.0,0.0
72292,Sul,RS,Porto Alegre,0.0,0.0,0.0
72293,Sul,RS,Porto Alegre,0.0,0.0,0.0
72294,Sul,RS,Porto Alegre,0.0,0.0,0.0
72297,Sul,RS,Porto Alegre,0.0,0.0,0.0
72298,Sudeste,SP,Campinas,0.0,0.0,0.0
72301,Sudeste,SP,Campinas,0.0,0.0,0.0
72304,Sudeste,SP,Campinas,0.0,0.0,0.0
72305,Sudeste,SP,Campinas,0.0,0.0,0.0
72308,Sudeste,SP,Campinas,0.0,0.0,0.0
72323,Sudeste,SP,Campinas,0.0,0.0,0.0
72326,Sudeste,SP,Campinas,0.0,0.0,0.0
72328,Sudeste,SP,Campinas,0.0,0.0,0.0
72330,Sudeste,SP,Campinas,0.0,0.0,0.0
72331,Sudeste,SP,Campinas,0.0,0.0,0.0
72332,Sudeste,SP,Campinas,0.0,0.0,0.0
72336,Sudeste,SP,Campinas,0.0,0.0,0.0
72341,Sul,RS,Porto Alegre,0.0,0.0,0.0
72343,Sudeste,SP,Santos,0.0,0.0,0.0
72346,Sudeste,SP,Santos,0.0,0.0,0.0
72347,Sul,RS,Porto Alegre,0.0,0.0,0.0
72354,Sul,RS,Porto Alegre,0.0,0.0,0.0
72355,Sul,RS,Porto Alegre,0.0,0.0,0.0
72356,Centro-Oeste,MS,Dourados,0.0,0.0,0.0
72361,Centro-Oeste,MS,Dourados,0.0,0.0,0.0
72362,Centro-Oeste,MS,Dourados,0.0,0.0,0.0
72364,Centro-Oeste,MS,Dourados,0.0,0.0,0.0
72366,Sul,RS,Porto Alegre,0.0,0.0,0.0
72367,Sul,RS,Porto Alegre,0.0,0.0,0.0
72368,Sul,RS,Porto Alegre,0.0,0.0,0.0
72371,Sudeste,SP,Campinas,0.0,0.0,0.0
72376,Sudeste,SP,São Paulo,0.0,0.0,0.0
72377,Sudeste,SP,Campinas,0.0,0.0,0.0
72378,Sudeste,SP,Campinas,0.0,0.0,0.0
72379,Centro-Oeste,MS,Campo Grande,0.0,0.0,0.0
72380,Centro-Oeste,MS,Campo Grande,0.0,0.0,0.0
72381,Centro-Oeste,MS,Campo Grande,0.0,0.0,0.0
72382,Centro-Oeste,MS,Campo Grande,0.0,0.0,0.0
72384,Centro-Oeste,MS,Dourados,0.0,0.0,0.0
72385,Centro-Oeste,MS,Dourados,0.0,0.0,0.0
72386,Centro-Oeste,MS,Dourados,0.0,0.0,0.0
72388,Centro-Oeste,MS,Dourados,0.0,0.0,0.0
72389,Centro-Oeste,MS,Dourados,0.0,0.0,0.0
72391,Centro-Oeste,MS,Dourados,0.0,0.0,0.0
72393,Centro-Oeste,MS,Dourados,0.0,0.0,0.0
72395,Centro-Oeste,MS,Dourados,0.0,0.0,0.0
72397,Centro-Oeste,MS,Dourados,0.0,0.0,0.0
72399,Centro-Oeste,MS,Dourados,0.0,0.0,0.0
72401,Centro-Oeste,MS,Dourados,0.0,0.0,0.0
72403,Centro-Oeste,MS,Dourados,0.0,0.0,0.0
72405,Sudeste,SP,Mauá,0.0,0.0,0.0
72406,Sudeste,SP,Mauá,0.0,0.0,0.0
72409,Centro-Oeste,MS,Dourados,0.0,0.0,0.0
72418,Sudeste,SP,Mauá,0.0,0.0,0.0
72419,Sudeste,SP,Mauá,0.0,0.0,0.0
72420,Sudeste,SP,Mauá,0.0,0.0,0.0
72421,Sudeste,MG,Curvelo,0.0,0.0,0.0
72422,Sudeste,SP,Mauá,0.0,0.0,0.0
72425,Sul,SC,Criciúma,0.0,0.0,0.0
72426,Sul,SC,Criciúma,0.0,0.0,0.0
72429,Sul,SC,Criciúma,0.0,0.0,0.0
72440,Centro-Oeste,MS,Campo Grande,0.0,0.0,0.0
72446,Sul,SC,Criciúma,0.0,0.0,0.0
72448,Sul,SC,Criciúma,0.0,0.0,0.0
72452,Sul,SC,Criciúma,0.0,0.0,0.0
72477,Centro-Oeste,MS,Dourados,0.0,0.0,0.0
72478,Centro-Oeste,MS,Dourados,0.0,0.0,0.0
72479,Centro-Oeste,MS,Dourados,0.0,0.0,0.0
72480,Centro-Oeste,MS,Dourados,0.0,0.0,0.0
72493,Centro-Oeste,MS,Campo Grande,0.0,0.0,0.0
72496,Centro-Oeste,MS,Campo Grande,0.0,0.0,0.0
72497,Centro-Oeste,MS,Campo Grande,0.0,0.0,0.0
72498,Centro-Oeste,MS,Campo Grande,0.0,0.0,0.0
72499,Centro-Oeste,MS,Campo Grande,0.0,0.0,0.0
72500,Centro-Oeste,MS,Campo Grande,0.0,0.0,0.0
72503,Sudeste,RJ,Rio de Janeiro,0.0,0.0,0.0
72504,Sudeste,RJ,Rio de Janeiro,0.0,0.0,0.0
72505,Sudeste,RJ,Rio de Janeiro,0.0,0.0,0.0
72506,Sudeste,RJ,Rio de Janeiro,0.0,0.0,0.0
72507,Sudeste,RJ,Rio de Janeiro,0.0,0.0,0.0
72508,Sudeste,SP,Mauá,0.0,0.0,0.0
72509,Sul,RS,Porto Alegre,0.0,0.0,0.0
72510,Sul,RS,Porto Alegre,0.0,0.0,0.0
72511,Sul,RS,Porto Alegre,0.0,0.0,0.0
72512,Sul,RS,Porto Alegre,0.0,0.0,0.0
72513,Sul,RS,Porto Alegre,0.0,0.0,0.0
72514,Sul,RS,Porto Alegre,0.0,0.0,0.0
72515,Sul,RS,Porto Alegre,0.0,0.0,0.0
72516,Sul,RS,Porto Alegre,0.0,0.0,0.0
72517,Sul,RS,Porto Alegre,0.0,0.0,0.0
72518,Sul,RS,Porto Alegre,0.0,0.0,0.0
72519,Centro-Oeste,MS,Campo Grande,0.0,0.0,0.0
72520,Centro-Oeste,MS,Campo Grande,0.0,0.0,0.0
72521,Centro-Oeste,MS,Campo Grande,0.0,0.0,0.0
72525,Sudeste,SP,Mauá,0.0,0.0,0.0
72527,Centro-Oeste,MS,Dourados,0.0,0.0,0.0
72528,Centro-Oeste,MS,Dourados,0.0,0.0,0.0
72529,Centro-Oeste,MS,Dourados,0.0,0.0,0.0
72530,Centro-Oeste,MS,Dourados,0.0,0.0,0.0
72531,Centro-Oeste,MS,Dourados,0.0,0.0,0.0
72532,Centro-Oeste,MS,Dourados,0.0,0.0,0.0
72537,Sudeste,RJ,Rio de Janeiro,0.0,0.0,0.0
72539,Sudeste,RJ,Rio de Janeiro,0.0,0.0,0.0
72540,Sudeste,RJ,Rio de Janeiro,0.0,0.0,0.0
72541,Sudeste,RJ,Rio de Janeiro,0.0,0.0,0.0
72542,Centro-Oeste,DF,Brasília,0.0,0.0,0.0
72543,Centro-Oeste,DF,Brasília,0.0,0.0,0.0
72544,Centro-Oeste,DF,Brasília,0.0,0.0,0.0
72546,Centro-Oeste,DF,Brasília,0.0,0.0,0.0
72547,Centro-Oeste,DF,Brasília,0.0,0.0,0.0
72548,Centro-Oeste,DF,Brasília,0.0,0.0,0.0
72550,Centro-Oeste,DF,Brasília,0.0,0.0,0.0
72551,Centro-Oeste,DF,Brasília,0.0,0.0,0.0
72553,Sudeste,RJ,Rio de Janeiro,0.0,0.0,0.0
72555,Centro-Oeste,MS,Dourados,0.0,0.0,0.0
72561,Centro-Oeste,DF,Brasília,0.0,0.0,0.0
72562,Centro-Oeste,DF,Brasília,0.0,0.0,0.0
72563,Centro-Oeste,DF,Brasília,0.0,0.0,0.0
72564,Centro-Oeste,DF,Brasília,0.0,0.0,0.0
72565,Centro-Oeste,DF,Brasília,0.0,0.0,0.0
72566,Centro-Oeste,DF,Brasília,0.0,0.0,0.0
72567,Centro-Oeste,DF,Brasília,0.0,0.0,0.0
72568,Centro-Oeste,DF,Brasília,0.0,0.0,0.0
72569,Centro-Oeste,DF,Brasília,0.0,0.0,0.0
72570,Centro-Oeste,DF,Brasília,0.0,0.0,0.0
72571,Sul,RS,Porto Alegre,0.0,0.0,0.0
72572,Sul,RS,Porto Alegre,0.0,0.0,0.0
72573,Sul,RS,Porto Alegre,0.0,0.0,0.0
72575,Sul,RS,Porto Alegre,0.0,0.0,0.0
72576,Sul,RS,Porto Alegre,0.0,0.0,0.0
72577,Sul,RS,Porto Alegre,0.0,0.0,0.0
72579,Sul,RS,Porto Alegre,0.0,0.0,0.0
72597,Centro-Oeste,MS,Campo Grande,0.0,0.0,0.0
72600,Centro-Oeste,MS,Campo Grande,0.0,0.0,0.0
72608,Sudeste,SP,São Paulo,0.0,0.0,0.0
72614,Sudeste,RJ,Volta Redonda,0.0,0.0,0.0
72620,Sudeste,RJ,Volta Redonda,0.0,0.0,0.0
72622,Sul,RS,Canoas,0.0,0.0,0.0
72626,Sul,RS,Canoas,0.0,0.0,0.0
72629,Sul,RS,Canoas,0.0,0.0,0.0
72632,Sul,SC,Criciúma,0.0,0.0,0.0
72634,Sul,SC,Criciúma,0.0,0.0,0.0
72636,Sul,SC,Criciúma,0.0,0.0,0.0
72639,Sul,SC,Criciúma,0.0,0.0,0.0
72642,Sul,SC,Criciúma,0.0,0.0,0.0
72647,Sul,SC,Criciúma,0.0,0.0,0.0
72648,Sul,SC,Criciúma,0.0,0.0,0.0
72650,Centro-Oeste,MS,Campo Grande,0.0,0.0,0.0
72659,Sudeste,RJ,Duque de Caxias,0.0,0.0,0.0
72662,Sudeste,RJ,Duque de Caxias,0.0,0.0,0.0
72663,Sudeste,RJ,Duque de Caxias,0.0,0.0,0.0
72664,Sudeste,RJ,Duque de Caxias,0.0,0.0,0.0
72665,Sul,SC,Lages,0.0,0.0,0.0
72666,Sul,SC,Lages,0.0,0.0,0.0
72667,Sul,SC,Lages,0.0,0.0,0.0
72669,Centro-Oeste,MS,Campo Grande,0.0,0.0,0.0
72670,Centro-Oeste,MS,Campo Grande,0.0,0.0,0.0
72673,Sul,SC,Chapecó,0.0,0.0,0.0
72677,Sul,SC,Chapecó,0.0,0.0,0.0
72680,Sul,SC,Chapecó,0.0,0.0,0.0
72681,Sul,SC,Chapecó,0.0,0.0,0.0
72686,Sul,RS,Pelotas,0.0,0.0,0.0
72689,Sul,RS,Canoas,0.0,0.0,0.0
72690,Sul,RS,Canoas,0.0,0.0,0.0
72692,Sul,RS,Canoas,0.0,0.0,0.0
72699,Sul,RS,Pelotas,0.0,0.0,0.0
72704,Sul,RS,Pelotas,0.0,0.0,0.0
72705,Sul,RS,Caxias do Sul,0.0,0.0,0.0
72709,Sul,RS,Santa Cruz do Sul,0.0,0.0,0.0
72710,Sul,RS,Santa Cruz do Sul,0.0,0.0,0.0
72711,Sul,RS,Santa Cruz do Sul,0.0,0.0,0.0
72712,Sul,RS,Santa Cruz do Sul,0.0,0.0,0.0
72713,Sul,RS,Bagé,0.0,0.0,0.0
72719,Sul,RS,Santa Maria,0.0,0.0,0.0
72720,Sul,RS,Santa Maria,0.0,0.0,0.0
72721,Sudeste,RJ,Rio de Janeiro,0.0,0.0,0.0
72727,Sudeste,RJ,Duque de Caxias,0.0,0.0,0.0
72729,Centro-Oeste,DF,Brasília,0.0,0.0,0.0
72733,Centro-Oeste,DF,Brasília,0.0,0.0,0.0
72734,Centro-Oeste,DF,Brasília,0.0,0.0,0.0
72736,Centro-Oeste,DF,Brasília,0.0,0.0,0.0
72737,Centro-Oeste,DF,Brasília,0.0,0.0,0.0
72738,Centro-Oeste,DF,Brasília,0.0,0.0,0.0
72743,Sudeste,RJ,Volta Redonda,0.0,0.0,0.0
72746,Sudeste,RJ,Volta Redonda,0.0,0.0,0.0
72753,Sul,RS,Bagé,0.0,0.0,0.0
72757,Sul,RS,Bagé,0.0,0.0,0.0
72758,Sul,RS,Bagé,0.0,0.0,0.0
72761,Centro-Oeste,DF,Brasília,0.0,0.0,0.0
72762,Centro-Oeste,DF,Brasília,0.0,0.0,0.0
72763,Centro-Oeste,DF,Brasília,0.0,0.0,0.0
72765,Centro-Oeste,DF,Brasília,0.0,0.0,0.0
72767,Centro-Oeste,DF,Brasília,0.0,0.0,0.0
72768,Centro-Oeste,DF,Brasília,0.0,0.0,0.0
72770,Sudeste,RJ,Volta Redonda,0.0,0.0,0.0
72771,Sudeste,RJ,Volta Redonda,0.0,0.0,0.0
72776,Sudeste,RJ,Volta Redonda,0.0,0.0,0.0
72796,Centro-Oeste,MS,Dourados,0.0,0.0,0.0
72798,Sudeste,RJ,Duque de Caxias,0.0,0.0,0.0
72811,Sul,RS,Santa Cruz do Sul,0.0,0.0,0.0
72814,Sul,RS,Pelotas,0.0,0.0,0.0
72818,Sul,RS,Pelotas,0.0,0.0,0.0
72823,Sul,RS,Canoas,0.0,0.0,0.0
72829,Sul,RS,Pelotas,0.0,0.0,0.0
72831,Sul,RS,Pelotas,0.0,0.0,0.0
72832,Sul,RS,Pelotas,0.0,0.0,0.0
72833,Sul,RS,Pelotas,0.0,0.0,0.0
72840,Sul,RS,Santa Cruz do Sul,0.0,0.0,0.0
72844,Sul,RS,Santa Cruz do Sul,0.0,0.0,0.0
72845,Sul,SC,Chapecó,0.0,0.0,0.0
72846,Sul,SC,Chapecó,0.0,0.0,0.0
72851,Sul,SC,Chapecó,0.0,0.0,0.0
72852,Sul,SC,Chapecó,0.0,0.0,0.0
72853,Sul,SC,Chapecó,0.0,0.0,0.0
72857,Sul,SC,Chapecó,0.0,0.0,0.0
72862,Sul,RS,Santa Maria,0.0,0.0,0.0
72866,Sul,RS,Santa Maria,0.0,0.0,0.0
72870,Sul,RS,Santa Maria,0.0,0.0,0.0
72871,Sul,SC,Chapecó,0.0,0.0,0.0
72876,Sudeste,RJ,Duque de Caxias,0.0,0.0,0.0
72880,Sul,SC,Criciúma,0.0,0.0,0.0
72888,Sul,SC,Criciúma,0.0,0.0,0.0
72894,Sul,RS,Santa Maria,0.0,0.0,0.0
72900,Sul,RS,Bagé,0.0,0.0,0.0
72902,Sul,RS,Bagé,0.0,0.0,0.0
72903,Sul,RS,Bagé,0.0,0.0,0.0
72907,Centro-Oeste,MS,Três Lagoas,0.0,0.0,0.0
72908,Centro-Oeste,MS,Três Lagoas,0.0,0.0,0.0
72909,Centro-Oeste,MS,Três Lagoas,0.0,0.0,0.0
72911,Centro-Oeste,MS,Três Lagoas,0.0,0.0,0.0
72915,Centro-Oeste,MS,Três Lagoas,0.0,0.0,0.0
72917,Centro-Oeste,MS,Três Lagoas,0.0,0.0,0.0
72923,Centro-Oeste,MS,Três Lagoas,0.0,0.0,0.0
72925,Sul,RS,Caxias do Sul,0.0,0.0,0.0
72932,Sul,RS,Bagé,0.0,0.0,0.0
72938,Sudeste,RJ,Volta Redonda,0.0,0.0,0.0
72939,Sudeste,RJ,Volta Redonda,0.0,0.0,0.0
72940,Sudeste,RJ,Volta Redonda,0.0,0.0,0.0
72944,Sul,RS,Caxias do Sul,0.0,0.0,0.0
72945,Sul,RS,Caxias do Sul,0.0,0.0,0.0
72946,Centro-Oeste,DF,Brasília,0.0,0.0,0.0
72953,Centro-Oeste,DF,Brasília,0.0,0.0,0.0
72956,Sul,RS,Pelotas,0.0,0.0,0.0
72966,Centro-Oeste,MS,Três Lagoas,0.0,0.0,0.0
72967,Centro-Oeste,MS,Três Lagoas,0.0,0.0,0.0
72968,Centro-Oeste,MS,Três Lagoas,0.0,0.0,0.0
72970,Centro-Oeste,MS,Três Lagoas,0.0,0.0,0.0
72971,Centro-Oeste,MS,Três Lagoas,0.0,0.0,0.0
72974,Centro-Oeste,MS,Três Lagoas,0.0,0.0,0.0
72975,Centro-Oeste,MS,Três Lagoas,0.0,0.0,0.0
72980,Centro-Oeste,MS,Três Lagoas,0.0,0.0,0.0
72981,Centro-Oeste,MS,Três Lagoas,0.0,0.0,0.0
72983,Sul,RS,Santa Cruz do Sul,0.0,0.0,0.0
72985,Sul,RS,Pelotas,0.0,0.0,0.0
72986,Sudeste,SP,São José dos Campos,0.0,0.0,0.0
72987,Sudeste,SP,São José dos Campos,0.0,0.0,0.0
72988,Centro-Oeste,MS,Três Lagoas,0.0,0.0,0.0
72991,Centro-Oeste,MS,Três Lagoas,0.0,0.0,0.0
72992,Centro-Oeste,MS,Três Lagoas,0.0,0.0,0.0
72993,Sudeste,SP,São José dos Campos,0.0,0.0,0.0
72994,Sudeste,SP,São José dos Campos,0.0,0.0,0.0
73001,Centro-Oeste,MS,Corumbá,0.0,0.0,0.0
73002,Centro-Oeste,MS,Corumbá,0.0,0.0,0.0
73004,Centro-Oeste,MS,Corumbá,0.0,0.0,0.0
73005,Centro-Oeste,MS,Corumbá,0.0,0.0,0.0
73006,Centro-Oeste,MS,Corumbá,0.0,0.0,0.0
73008,Centro-Oeste,MS,Corumbá,0.0,0.0,0.0
73009,Centro-Oeste,MS,Corumbá,0.0,0.0,0.0
73010,Sudeste,RJ,Duque de Caxias,0.0,0.0,0.0
73016,Centro-Oeste,MS,Corumbá,0.0,0.0,0.0
73017,Centro-Oeste,MS,Corumbá,0.0,0.0,0.0
73020,Centro-Oeste,MS,Corumbá,0.0,0.0,0.0
73021,Centro-Oeste,MS,Corumbá,0.0,0.0,0.0
73028,Centro-Oeste,MS,Corumbá,0.0,0.0,0.0
73030,Sul,RS,Pelotas,0.0,0.0,0.0
73034,Centro-Oeste,MS,Três Lagoas,0.0,0.0,0.0
73043,Sudeste,RJ,Volta Redonda,0.0,0.0,0.0
73055,Sul,RS,Bagé,0.0,0.0,0.0
73057,Sul,RS,Bagé,0.0,0.0,0.0
73058,Sul,RS,Bagé,0.0,0.0,0.0
73062,Sul,RS,Bagé,0.0,0.0,0.0
73069,Centro-Oeste,MS,Dourados,0.0,0.0,0.0
73072,Sul,SC,Criciúma,0.0,0.0,0.0
73078,Sul,SC,Criciúma,0.0,0.0,0.0
73079,Sul,SC,Criciúma,0.0,0.0,0.0
73080,Sul,SC,Criciúma,0.0,0.0,0.0
73081,Sul,SC,Criciúma,0.0,0.0,0.0
73083,Sul,SC,Criciúma,0.0,0.0,0.0
73084,Sul,SC,Criciúma,0.0,0.0,0.0
73085,Sul,SC,Criciúma,0.0,0.0,0.0
73087,Sul,SC,Criciúma,0.0,0.0,0.0
73089,Centro-Oeste,MS,Dourados,0.0,0.0,0.0
73090,Centro-Oeste,MS,Corumbá,0.0,0.0,0.0
73094,Sudeste,SP,São José dos Campos,0.0,0.0,0.0
73095,Sudeste,SP,São José dos Campos,0.0,0.0,0.0
73097,Centro-Oeste,DF,Brasília,0.0,0.0,0.0
73099,Nordeste,PI,Floriano,0.0,0.0,0.0
73104,Centro-Oeste,DF,Brasília,0.0,0.0,0.0
73107,Centro-Oeste,MS,Corumbá,0.0,0.0,0.0
73108,Centro-Oeste,MS,Corumbá,0.0,0.0,0.0
73110,Centro-Oeste,MS,Corumbá,0.0,0.0,0.0
73111,Centro-Oeste,MS,Campo Grande,0.0,0.0,0.0
73120,Centro-Oeste,MS,Campo Grande,0.0,0.0,0.0
73121,Centro-Oeste,MS,Corumbá,0.0,0.0,0.0
73122,Sul,RS,Caxias do Sul,0.0,0.0,0.0
73123,Centro-Oeste,MS,Corumbá,0.0,0.0,0.0
73124,Centro-Oeste,MS,Corumbá,0.0,0.0,0.0
73125,Centro-Oeste,MS,Corumbá,0.0,0.0,0.0
