entrevista,regiao,uf,municipio,uso_horario_pico,horas_alto_consumo,consumo_total_kwh_mes,valor_estimado_conta_reais,produtos_maior_consumo,categoria_maior_consumo,quantidade_equipamentos,tipo_imovel
66973,Sudeste,RJ,São Gonçalo,True,5.6,0.0,0.0,N/A|N/A|N/A,Outros,0,Apartamento
67002,Sudeste,SP,São Paulo,True,8.2,0.0,0.0,N/A|N/A|N/A,Outros,0,Casa
67004,Sudeste,SP,São Paulo,True,5.0,0.0,0.0,N/A|N/A|N/A,Outros,0,Casa
67007,Sudeste,SP,São Paulo,True,5.1,0.0,0.0,N/A|N/A|N/A,Outros,0,Casa
67032,Sul,PR,Campo Mourão,False,0.5,0.0,0.0,N/A|N/A|N/A,Outros,0,Apartamento
67048,Sudeste,MG,Barbacena,False,5.9,0.0,0.0,N/A|N/A|N/A,Outros,0,Apartamento
67063,Sudeste,RJ,São Gonçalo,True,11.6,0.0,0.0,N/A|N/A|N/A,Outros,0,Comercio
67093,Sudeste,MG,Divinópolis,True,3.1,0.0,0.0,N/A|N/A|N/A,Outros,0,Casa
67099,Sudeste,MG,Divinópolis,False,2.8,0.0,0.0,N/A|N/A|N/A,Outros,0,Apartamento
67105,Sudeste,SP,Sorocaba,False,4.4,0.0,0.0,N/A|N/A|N/A,Outros,0,Comercio
67113,Centro-Oeste,MT,Barra do Garças,True,10.9,0.0,0.0,N/A|N/A|N/A,Outros,0,Apartamento
67117,Centro-Oeste,MT,Barra do Garças,True,7.7,0.0,0.0,N/A|N/A|N/A,Outros,0,Casa
67122,Sudeste,SP,Bauru,False,12.0,0.0,0.0,N/A|N/A|N/A,Outros,0,Casa
67147,Norte,AM,Manaus,False,11.7,0.0,0.0,N/A|N/A|N/A,Outros,0,Casa
67158,Sudeste,MG,Betim,False,3.2,0.0,0.0,N/A|N/A|N/A,Outros,0,Apartamento
67159,Sudeste,MG,Betim,True,2.3,0.0,0.0,N/A|N/A|N/A,Outros,0,Comercio
67178,Sudeste,MG,Barbacena,False,6.6,0.0,0.0,N/A|N/A|N/A,Outros,0,Casa
67191,Sudeste,MG,Barbacena,False,6.8,0.0,0.0,N/A|N/A|N/A,Outros,0,Casa
67210,Sudeste,SP,São Paulo,False,3.0,0.0,0.0,N/A|N/A|N/A,Outros,0,Comercio
67214,Sudeste,MG,Barbacena,True,1.3,0.0,0.0,N/A|N/A|N/A,Outros,0,Apartamento
67215,Sul,SC,Joinville,True,4.0,0.0,0.0,N/A|N/A|N/A,Outros,0,Casa
67258,Sudeste,RJ,Rio de Janeiro,False,1.1,0.0,0.0,N/A|N/A|N/A,Outros,0,Casa
67265,Sudeste,RJ,São Gonçalo,True,0.6,0.0,0.0,N/A|N/A|N/A,Outros,0,Apartamento
67279,Sudeste,RJ,São Gonçalo,True,2.0,0.0,0.0,N/A|N/A|N/A,Outros,0,Casa
67289,Sudeste,RJ,São Gonçalo,False,10.1,0.0,0.0,N/A|N/A|N/A,Outros,0,Comercio
67291,Sudeste,RJ,São Gonçalo,False,10.3,0.0,0.0,N/A|N/A|N/A,Outros,0,Apartamento
67292,Sudeste,RJ,São Gonçalo,True,1.8,0.0,0.0,N/A|N/A|N/A,Outros,0,Apartamento
67315,Sudeste,MG,Divinópolis,False,6.9,0.0,0.0,N/A|N/A|N/A,Outros,0,Apartamento
67325,Sudeste,MG,Juiz de Fora,False,3.9,0.0,0.0,N/A|N/A|N/A,Outros,0,Casa
67331,Sudeste,MG,Juiz de Fora,False,2.7,0.0,0.0,N/A|N/A|N/A,Outros,0,Casa
67365,Sudeste,SP,Bauru,True,7.1,0.0,0.0,N/A|N/A|N/A,Outros,0,Comercio
67371,Sudeste,MG,Barbacena,False,6.4,0.0,0.0,N/A|N/A|N/A,Outros,0,Apartamento
67372,Sudeste,MG,Barbacena,False,6.9,0.0,0.0,N/A|N/A|N/A,Outros,0,Apartamento
67376,Sudeste,SP,Sorocaba,True,2.3,0.0,0.0,N/A|N/A|N/A,Outros,0,Apartamento
67407,Sudeste,MG,Barbacena,False,2.9,0.0,0.0,N/A|N/A|N/A,Outros,0,Casa
67419,Sul,PR,Cornélio Procópio,True,9.1,0.0,0.0,N/A|N/A|N/A,Outros,0,Casa
67447,Sudeste,RJ,Rio de Janeiro,False,9.2,0.0,0.0,N/A|N/A|N/A,Outros,0,Apartamento
67451,Sudeste,MG,Juiz de Fora,True,0.3,0.0,0.0,N/A|N/A|N/A,Outros,0,Apartamento
67454,Sudeste,RJ,Rio de Janeiro,False,0.5,0.0,0.0,N/A|N/A|N/A,Outros,0,Apartamento
67466,Sudeste,MG,Juiz de Fora,False,7.6,0.0,0.0,N/A|N/A|N/A,Outros,0,Casa
67475,Sudeste,RJ,Rio de Janeiro,False,5.0,0.0,0.0,N/A|N/A|N/A,Outros,0,Apartamento
67500,Norte,AM,Tabatinga,False,11.9,0.0,0.0,N/A|N/A|N/A,Outros,0,Casa
67506,Norte,AM,Tabatinga,True,8.5,0.0,0.0,N/A|N/A|N/A,Outros,0,Casa
67524,Sudeste,MG,Montes Claros,True,6.1,0.0,0.0,N/A|N/A|N/A,Outros,0,Apartamento
67531,Norte,AM,Tabatinga,True,3.7,0.0,0.0,N/A|N/A|N/A,Outros,0,Casa
67535,Sudeste,RJ,Rio de Janeiro,True,11.1,0.0,0.0,N/A|N/A|N/A,Outros,0,Casa
67538,Sudeste,RJ,Rio de Janeiro,False,0.5,0.0,0.0,N/A|N/A|N/A,Outros,0,Comercio
67542,Sudeste,MG,Contagem,True,4.7,0.0,0.0,N/A|N/A|N/A,Outros,0,Casa
67597,Sudeste,MG,Barbacena,False,5.1,0.0,0.0,N/A|N/A|N/A,Outros,0,Comercio
67601,Sudeste,MG,Juiz de Fora,True,11.7,0.0,0.0,N/A|N/A|N/A,Outros,0,Casa
67610,Sul,PR,Cornélio Procópio,False,7.9,0.0,0.0,N/A|N/A|N/A,Outros,0,Apartamento
67625,Sudeste,MG,Juiz de Fora,False,9.2,0.0,0.0,N/A|N/A|N/A,Outros,0,Apartamento
67632,Sudeste,MG,Juiz de Fora,True,7.6,0.0,0.0,N/A|N/A|N/A,Outros,0,Apartamento
67650,Centro-Oeste,MT,Sinop,False,2.2,0.0,0.0,N/A|N/A|N/A,Outros,0,Casa
67659,Centro-Oeste,MT,Sinop,True,8.9,0.0,0.0,N/A|N/A|N/A,Outros,0,Casa
67665,Centro-Oeste,DF,Brasília,False,1.5,0.0,0.0,N/A|N/A|N/A,Outros,0,Apartamento
67718,Sudeste,SP,Itapetininga,False,9.8,0.0,0.0,N/A|N/A|N/A,Outros,0,Casa
67726,Norte,AM,Tabatinga,False,8.9,0.0,0.0,N/A|N/A|N/A,Outros,0,Apartamento
67738,Norte,AM,Tabatinga,False,7.5,0.0,0.0,N/A|N/A|N/A,Outros,0,Apartamento
67755,Centro-Oeste,MT,Sinop,False,0.8,0.0,0.0,N/A|N/A|N/A,Outros,0,Apartamento
67774,Sudeste,MG,Montes Claros,True,6.9,0.0,0.0,N/A|N/A|N/A,Outros,0,Casa
67776,Sudeste,MG,Montes Claros,False,9.5,0.0,0.0,N/A|N/A|N/A,Outros,0,Apartamento
67782,Sul,PR,Irati,False,9.3,0.0,0.0,N/A|N/A|N/A,Outros,0,Apartamento
67800,Sudeste,RJ,Rio de Janeiro,False,10.9,0.0,0.0,N/A|N/A|N/A,Outros,0,Casa
67818,Sudeste,RJ,Rio de Janeiro,False,3.4,0.0,0.0,N/A|N/A|N/A,Outros,0,Comercio
67846,Sudeste,ES,Vila Velha,False,6.3,0.0,0.0,N/A|N/A|N/A,Outros,0,Apartamento
67864,Sudeste,ES,Vitória,True,2.5,0.0,0.0,N/A|N/A|N/A,Outros,0,Casa
67867,Sudeste,MG,Divinópolis,True,10.1,0.0,0.0,N/A|N/A|N/A,Outros,0,Casa
67875,Sudeste,MG,Contagem,True,3.2,0.0,0.0,N/A|N/A|N/A,Outros,0,Comercio
67889,Sudeste,MG,Contagem,True,8.9,0.0,0.0,N/A|N/A|N/A,Outros,0,Apartamento
67904,Sul,PR,Ponta Grossa,True,7.5,0.0,0.0,N/A|N/A|N/A,Outros,0,Casa
67907,Sul,PR,Ponta Grossa,True,6.0,0.0,0.0,N/A|N/A|N/A,Outros,0,Apartamento
67909,Sudeste,MG,Contagem,False,8.5,0.0,0.0,N/A|N/A|N/A,Outros,0,Apartamento
67915,Sudeste,MG,Contagem,True,8.8,0.0,0.0,N/A|N/A|N/A,Outros,0,Comercio
67922,Sudeste,RJ,Rio de Janeiro,False,0.2,0.0,0.0,N/A|N/A|N/A,Outros,0,Apartamento
67924,Sudeste,RJ,Rio de Janeiro,True,11.2,0.0,0.0,N/A|N/A|N/A,Outros,0,Apartamento
67940,Sudeste,MG,Juiz de Fora,False,3.9,0.0,0.0,N/A|N/A|N/A,Outros,0,Apartamento
67971,Centro-Oeste,DF,Brasília,True,6.2,0.0,0.0,N/A|N/A|N/A,Outros,0,Casa
67980,Sudeste,RJ,Rio de Janeiro,True,8.3,0.0,0.0,N/A|N/A|N/A,Outros,0,Casa
68004,Centro-Oeste,MT,Sinop,True,3.9,0.0,0.0,N/A|N/A|N/A,Outros,0,Casa
68015,Centro-Oeste,MT,Sinop,False,8.8,0.0,0.0,N/A|N/A|N/A,Outros,0,Apartamento
68036,Sudeste,MG,Juiz de Fora,True,4.4,0.0,0.0,N/A|N/A|N/A,Outros,0,Casa
68063,Sudeste,RJ,Rio de Janeiro,True,9.8,0.0,0.0,N/A|N/A|N/A,Outros,0,Casa
68102,Sudeste,MG,Juiz de Fora,True,9.3,0.0,0.0,N/A|N/A|N/A,Outros,0,Apartamento
68123,Sudeste,RJ,Rio de Janeiro,False,10.2,0.0,0.0,N/A|N/A|N/A,Outros,0,Comercio
68126,Sudeste,RJ,Rio de Janeiro,False,11.4,0.0,0.0,N/A|N/A|N/A,Outros,0,Comercio
68134,Sul,PR,Campo Mourão,False,10.5,0.0,0.0,N/A|N/A|N/A,Outros,0,Casa
68141,Sul,PR,Campo Mourão,True,4.6,0.0,0.0,N/A|N/A|N/A,Outros,0,Apartamento
68150,Sudeste,MG,Contagem,True,2.6,0.0,0.0,N/A|N/A|N/A,Outros,0,Casa
68151,Sudeste,MG,Contagem,False,5.2,0.0,0.0,N/A|N/A|N/A,Outros,0,Comercio
68164,Sudeste,ES,Vila Velha,True,5.9,0.0,0.0,N/A|N/A|N/A,Outros,0,Casa
68171,Sudeste,MG,Montes Claros,False,2.1,0.0,0.0,N/A|N/A|N/A,Outros,0,Casa
68186,Sul,PR,Irati,False,3.6,0.0,0.0,N/A|N/A|N/A,Outros,0,Comercio
68187,Sul,PR,Irati,True,6.8,0.0,0.0,N/A|N/A|N/A,Outros,0,Casa
68192,Centro-Oeste,DF,Brasília,True,3.4,0.0,0.0,N/A|N/A|N/A,Outros,0,Comercio
68204,Sudeste,MG,Juiz de Fora,True,9.6,0.0,0.0,N/A|N/A|N/A,Outros,0,Comercio
68221,Centro-Oeste,DF,Brasília,True,4.9,0.0,0.0,N/A|N/A|N/A,Outros,0,Casa
68248,Centro-Oeste,MT,Sinop,True,1.2,0.0,0.0,N/A|N/A|N/A,Outros,0,Apartamento
68286,Centro-Oeste,DF,Brasília,False,10.3,0.0,0.0,N/A|N/A|N/A,Outros,0,Casa
68311,Sudeste,RJ,Rio de Janeiro,True,2.7,0.0,0.0,N/A|N/A|N/A,Outros,0,Apartamento
68324,Sudeste,ES,Cariacica,False,0.5,0.0,0.0,N/A|N/A|N/A,Outros,0,Comercio
68330,Sudeste,MG,Montes Claros,True,3.1,0.0,0.0,N/A|N/A|N/A,Outros,0,Apartamento
68340,Sudeste,RJ,Rio de Janeiro,True,2.6,0.0,0.0,N/A|N/A|N/A,Outros,0,Comercio
68361,Sudeste,RJ,Rio de Janeiro,False,10.2,0.0,0.0,N/A|N/A|N/A,Outros,0,Apartamento
68371,Centro-Oeste,DF,Brasília,True,3.1,0.0,0.0,N/A|N/A|N/A,Outros,0,Casa
68372,Centro-Oeste,DF,Brasília,True,6.2,0.0,0.0,N/A|N/A|N/A,Outros,0,Casa
68390,Sudeste,RJ,Rio de Janeiro,False,2.6,0.0,0.0,N/A|N/A|N/A,Outros,0,Casa
68400,Sudeste,SP,São Paulo,True,3.8,0.0,0.0,N/A|N/A|N/A,Outros,0,Apartamento
68412,Sudeste,SP,São Paulo,True,0.9,0.0,0.0,N/A|N/A|N/A,Outros,0,Apartamento
68414,Sul,PR,Maringá,True,8.7,0.0,0.0,N/A|N/A|N/A,Outros,0,Comercio
68417,Sul,PR,Maringá,True,11.0,0.0,0.0,N/A|N/A|N/A,Outros,0,Apartamento
68427,Sul,PR,Maringá,True,2.9,0.0,0.0,N/A|N/A|N/A,Outros,0,Comercio
68430,Centro-Oeste,MT,Sinop,True,6.1,0.0,0.0,N/A|N/A|N/A,Outros,0,Apartamento
68433,Centro-Oeste,MT,Sinop,False,2.4,0.0,0.0,N/A|N/A|N/A,Outros,0,Apartamento
68455,Sudeste,MG,Diamantina,False,2.8,0.0,0.0,N/A|N/A|N/A,Outros,0,Casa
68458,Sudeste,MG,Diamantina,True,11.0,0.0,0.0,N/A|N/A|N/A,Outros,0,Apartamento
68464,Sudeste,RJ,Rio de Janeiro,False,3.5,0.0,0.0,N/A|N/A|N/A,Outros,0,Apartamento
68470,Sudeste,RJ,Rio de Janeiro,True,3.9,0.0,0.0,N/A|N/A|N/A,Outros,0,Apartamento
68504,Sudeste,MG,Juiz de Fora,False,9.4,0.0,0.0,N/A|N/A|N/A,Outros,0,Casa
68508,Sudeste,MG,Juiz de Fora,False,9.5,0.0,0.0,N/A|N/A|N/A,Outros,0,Apartamento
68513,Centro-Oeste,MT,Sinop,False,10.2,0.0,0.0,N/A|N/A|N/A,Outros,0,Apartamento
68524,Centro-Oeste,MT,Sinop,True,0.4,0.0,0.0,N/A|N/A|N/A,Outros,0,Casa
68528,Sudeste,MG,Juiz de Fora,True,5.1,0.0,0.0,N/A|N/A|N/A,Outros,0,Comercio
68545,Sudeste,MG,Juiz de Fora,True,4.1,0.0,0.0,N/A|N/A|N/A,Outros,0,Apartamento
68550,Sudeste,MG,Juiz de Fora,False,10.5,0.0,0.0,N/A|N/A|N/A,Outros,0,Comercio
68568,Sudeste,ES,Serra,True,11.8,0.0,0.0,N/A|N/A|N/A,Outros,0,Casa
68575,Sudeste,MG,Diamantina,False,3.9,0.0,0.0,N/A|N/A|N/A,Outros,0,Apartamento
68583,Sudeste,MG,Montes Claros,False,2.8,0.0,0.0,N/A|N/A|N/A,Outros,0,Casa
68600,Centro-Oeste,MT,Sinop,False,2.0,0.0,0.0,N/A|N/A|N/A,Outros,0,Comercio
68615,Sudeste,MG,Juiz de Fora,False,10.1,0.0,0.0,N/A|N/A|N/A,Outros,0,Apartamento
68617,Sudeste,MG,Juiz de Fora,True,1.3,0.0,0.0,N/A|N/A|N/A,Outros,0,Casa
68621,Sudeste,MG,Juiz de Fora,True,7.8,0.0,0.0,N/A|N/A|N/A,Outros,0,Apartamento
68641,Centro-Oeste,DF,Brasília,True,8.6,0.0,0.0,N/A|N/A|N/A,Outros,0,Apartamento
68648,Sudeste,MG,Diamantina,False,4.3,0.0,0.0,N/A|N/A|N/A,Outros,0,Casa
68656,Sudeste,MG,Juiz de Fora,False,3.0,0.0,0.0,N/A|N/A|N/A,Outros,0,Apartamento
68658,Sul,PR,Guarapuava,False,7.1,0.0,0.0,N/A|N/A|N/A,Outros,0,Casa
68692,Sul,PR,Maringá,True,11.4,0.0,0.0,N/A|N/A|N/A,Outros,0,Apartamento
68701,Sul,PR,Maringá,True,3.8,0.0,0.0,N/A|N/A|N/A,Outros,0,Casa
68733,Sudeste,RJ,Rio de Janeiro,False,1.3,0.0,0.0,N/A|N/A|N/A,Outros,0,Casa
68744,Sudeste,MG,Diamantina,True,4.8,0.0,0.0,N/A|N/A|N/A,Outros,0,Apartamento
68747,Sul,PR,Guarapuava,False,9.6,0.0,0.0,N/A|N/A|N/A,Outros,0,Apartamento
68749,Sul,PR,Guarapuava,False,6.3,0.0,0.0,N/A|N/A|N/A,Outros,0,Casa
68752,Sul,PR,Guarapuava,True,10.8,0.0,0.0,N/A|N/A|N/A,Outros,0,Apartamento
68764,Sudeste,ES,Vila Velha,False,3.3,0.0,0.0,N/A|N/A|N/A,Outros,0,Casa
68765,Sudeste,ES,Vila Velha,True,0.5,0.0,0.0,N/A|N/A|N/A,Outros,0,Apartamento
68776,Sudeste,ES,Vila Velha,True,1.4,0.0,0.0,N/A|N/A|N/A,Outros,0,Apartamento
68783,Sudeste,RJ,Rio de Janeiro,False,4.8,0.0,0.0,N/A|N/A|N/A,Outros,0,Apartamento
68787,Sudeste,RJ,Rio de Janeiro,False,0.4,0.0,0.0,N/A|N/A|N/A,Outros,0,Apartamento
68789,Sudeste,RJ,Rio de Janeiro,False,0.4,0.0,0.0,N/A|N/A|N/A,Outros,0,Casa
68791,Sudeste,RJ,Rio de Janeiro,True,7.3,0.0,0.0,N/A|N/A|N/A,Outros,0,Comercio
68804,Sudeste,RJ,Belford Roxo,False,11.4,0.0,0.0,N/A|N/A|N/A,Outros,0,Comercio
68816,Sudeste,ES,Vila Velha,False,4.6,0.0,0.0,N/A|N/A|N/A,Outros,0,Casa
68824,Sudeste,ES,Vila Velha,True,9.2,0.0,0.0,N/A|N/A|N/A,Outros,0,Casa
68828,Sudeste,SP,Jundiaí,False,4.7,0.0,0.0,N/A|N/A|N/A,Outros,0,Apartamento
68867,Sudeste,MG,Diamantina,True,9.8,0.0,0.0,N/A|N/A|N/A,Outros,0,Casa
68869,Sudeste,MG,Diamantina,False,4.4,0.0,0.0,N/A|N/A|N/A,Outros,0,Casa
68872,Sudeste,MG,Diamantina,False,1.7,0.0,0.0,N/A|N/A|N/A,Outros,0,Casa
68881,Sul,PR,Guarapuava,True,0.8,0.0,0.0,N/A|N/A|N/A,Outros,0,Comercio
68882,Sul,PR,Guarapuava,False,7.5,0.0,0.0,N/A|N/A|N/A,Outros,0,Casa
68898,Sudeste,SP,São Paulo,True,9.9,0.0,0.0,N/A|N/A|N/A,Outros,0,Apartamento
68906,Sudeste,ES,Vila Velha,True,6.4,0.0,0.0,N/A|N/A|N/A,Outros,0,Apartamento
68918,Sudeste,ES,Vila Velha,False,9.7,0.0,0.0,N/A|N/A|N/A,Outros,0,Casa
68925,Sudeste,ES,Colatina,True,9.1,0.0,0.0,N/A|N/A|N/A,Outros,0,Comercio
68932,Sudeste,MG,Diamantina,False,3.3,0.0,0.0,N/A|N/A|N/A,Outros,0,Apartamento
68939,Sudeste,MG,Unaí,True,10.3,0.0,0.0,N/A|N/A|N/A,Outros,0,Casa
68967,Sudeste,ES,Vila Velha,False,5.1,0.0,0.0,N/A|N/A|N/A,Outros,0,Comercio
68971,Sudeste,ES,Vila Velha,True,4.1,0.0,0.0,N/A|N/A|N/A,Outros,0,Casa
68992,Sudeste,ES,Serra,True,8.9,0.0,0.0,N/A|N/A|N/A,Outros,0,Casa
68996,Centro-Oeste,DF,Brasília,True,1.2,0.0,0.0,N/A|N/A|N/A,Outros,0,Comercio
69002,Norte,AM,Manaus,True,2.6,0.0,0.0,N/A|N/A|N/A,Outros,0,Apartamento
69062,Centro-Oeste,MT,Tangará da Serra,False,6.3,0.0,0.0,N/A|N/A|N/A,Outros,0,Casa
69081,Sudeste,MG,Poços de Caldas,False,8.4,0.0,0.0,N/A|N/A|N/A,Outros,0,Casa
69084,Sudeste,MG,Poços de Caldas,True,3.3,0.0,0.0,N/A|N/A|N/A,Outros,0,Apartamento
69091,Sudeste,MG,Poços de Caldas,False,6.3,0.0,0.0,N/A|N/A|N/A,Outros,0,Comercio
69104,Centro-Oeste,MT,Tangará da Serra,True,3.6,0.0,0.0,N/A|N/A|N/A,Outros,0,Comercio
69112,Centro-Oeste,DF,Brasília,True,1.8,0.0,0.0,N/A|N/A|N/A,Outros,0,Comercio
69119,Centro-Oeste,DF,Brasília,False,1.0,0.0,0.0,N/A|N/A|N/A,Outros,0,Apartamento
69130,Sudeste,ES,Colatina,True,0.5,0.0,0.0,N/A|N/A|N/A,Outros,0,Casa
69132,Sudeste,ES,Colatina,True,2.7,0.0,0.0,N/A|N/A|N/A,Outros,0,Casa
69135,Sudeste,ES,Colatina,False,9.9,0.0,0.0,N/A|N/A|N/A,Outros,0,Apartamento
69136,Sudeste,ES,Colatina,True,0.3,0.0,0.0,N/A|N/A|N/A,Outros,0,Casa
69138,Norte,AM,Manaus,False,8.3,0.0,0.0,N/A|N/A|N/A,Outros,0,Casa
69156,Centro-Oeste,MT,Tangará da Serra,False,3.6,0.0,0.0,N/A|N/A|N/A,Outros,0,Comercio
69167,Sudeste,ES,Colatina,False,9.3,0.0,0.0,N/A|N/A|N/A,Outros,0,Apartamento
69170,Sudeste,ES,Colatina,True,8.0,0.0,0.0,N/A|N/A|N/A,Outros,0,Comercio
69188,Sudeste,ES,Vila Velha,False,2.7,0.0,0.0,N/A|N/A|N/A,Outros,0,Comercio
69189,Sudeste,ES,Vila Velha,True,6.3,0.0,0.0,N/A|N/A|N/A,Outros,0,Comercio
69192,Sudeste,ES,Vila Velha,False,2.8,0.0,0.0,N/A|N/A|N/A,Outros,0,Comercio
69222,Norte,AM,Manaus,False,7.6,0.0,0.0,N/A|N/A|N/A,Outros,0,Apartamento
69240,Sudeste,ES,Serra,False,8.6,0.0,0.0,N/A|N/A|N/A,Outros,0,Casa
69241,Sudeste,ES,Serra,True,10.7,0.0,0.0,N/A|N/A|N/A,Outros,0,Apartamento
69250,Sudeste,MG,Poços de Caldas,False,5.2,0.0,0.0,N/A|N/A|N/A,Outros,0,Apartamento
69251,Sudeste,MG,Poços de Caldas,True,9.6,0.0,0.0,N/A|N/A|N/A,Outros,0,Comercio
69294,Centro-Oeste,MS,Dourados,False,10.2,0.0,0.0,N/A|N/A|N/A,Outros,0,Casa
69316,Sudeste,MG,Poços de Caldas,True,8.0,0.0,0.0,N/A|N/A|N/A,Outros,0,Apartamento
69318,Sudeste,MG,Poços de Caldas,False,4.0,0.0,0.0,N/A|N/A|N/A,Outros,0,Casa
69319,Sudeste,MG,Poços de Caldas,False,6.3,0.0,0.0,N/A|N/A|N/A,Outros,0,Comercio
69327,Sudeste,MG,Poços de Caldas,False,8.1,0.0,0.0,N/A|N/A|N/A,Outros,0,Casa
69329,Sudeste,MG,Poços de Caldas,True,2.4,0.0,0.0,N/A|N/A|N/A,Outros,0,Apartamento
69340,Sul,PR,Cascavel,False,0.9,0.0,0.0,N/A|N/A|N/A,Outros,0,Comercio
69341,Sul,PR,Cascavel,True,11.7,0.0,0.0,N/A|N/A|N/A,Outros,0,Apartamento
69347,Sul,PR,Cascavel,True,9.3,0.0,0.0,N/A|N/A|N/A,Outros,0,Casa
69370,Sudeste,SP,São Paulo,False,4.9,0.0,0.0,N/A|N/A|N/A,Outros,0,Apartamento
69372,Sudeste,SP,São Carlos,False,5.7,0.0,0.0,N/A|N/A|N/A,Outros,0,Casa
69391,Sudeste,MG,Poços de Caldas,True,6.5,0.0,0.0,N/A|N/A|N/A,Outros,0,Comercio
69397,Sul,PR,Cascavel,True,3.9,0.0,0.0,N/A|N/A|N/A,Outros,0,Comercio
69399,Sul,PR,Cascavel,True,10.7,0.0,0.0,N/A|N/A|N/A,Outros,0,Apartamento
69400,Sul,PR,Cascavel,False,11.1,0.0,0.0,N/A|N/A|N/A,Outros,0,Apartamento
69401,Sul,PR,Cascavel,True,1.9,0.0,0.0,N/A|N/A|N/A,Outros,0,Casa
69411,Sudeste,MG,Poços de Caldas,True,8.8,0.0,0.0,N/A|N/A|N/A,Outros,0,Casa
69429,Sudeste,MG,Curvelo,False,6.8,0.0,0.0,N/A|N/A|N/A,Outros,0,Casa
69435,Centro-Oeste,DF,Brasília,False,0.8,0.0,0.0,N/A|N/A|N/A,Outros,0,Apartamento
69444,Centro-Oeste,DF,Brasília,False,9.7,0.0,0.0,N/A|N/A|N/A,Outros,0,Casa
69451,Centro-Oeste,DF,Brasília,False,7.8,0.0,0.0,N/A|N/A|N/A,Outros,0,Apartamento
69465,Sudeste,MG,Poços de Caldas,False,10.0,0.0,0.0,N/A|N/A|N/A,Outros,0,Casa
69497,Sudeste,MG,Curvelo,True,5.8,0.0,0.0,N/A|N/A|N/A,Outros,0,Comercio
69509,Sudeste,SP,Itanhaém,True,4.7,0.0,0.0,N/A|N/A|N/A,Outros,0,Casa
69513,Sudeste,MG,Poços de Caldas,False,8.0,0.0,0.0,N/A|N/A|N/A,Outros,0,Casa
69521,Sudeste,MG,Poços de Caldas,False,9.7,0.0,0.0,N/A|N/A|N/A,Outros,0,Apartamento
69522,Sudeste,MG,Poços de Caldas,True,1.0,0.0,0.0,N/A|N/A|N/A,Outros,0,Apartamento
69524,Centro-Oeste,MT,Cuiabá,False,0.2,0.0,0.0,N/A|N/A|N/A,Outros,0,Casa
69526,Sudeste,MG,Poços de Caldas,True,10.2,0.0,0.0,N/A|N/A|N/A,Outros,0,Apartamento
69545,Centro-Oeste,MT,Cuiabá,True,1.0,0.0,0.0,N/A|N/A|N/A,Outros,0,Apartamento
69557,Sudeste,ES,Cariacica,False,1.7,0.0,0.0,N/A|N/A|N/A,Outros,0,Apartamento
69570,Sudeste,ES,Cariacica,True,6.2,0.0,0.0,N/A|N/A|N/A,Outros,0,Casa
69604,Sudeste,ES,Colatina,False,5.4,0.0,0.0,N/A|N/A|N/A,Outros,0,Apartamento
69609,Sudeste,ES,Colatina,True,9.3,0.0,0.0,N/A|N/A|N/A,Outros,0,Apartamento
69622,Norte,AM,Manaus,True,8.9,0.0,0.0,N/A|N/A|N/A,Outros,0,Apartamento
69624,Norte,AM,Manaus,False,5.0,0.0,0.0,N/A|N/A|N/A,Outros,0,Apartamento
69654,Centro-Oeste,MT,Cuiabá,True,0.2,0.0,0.0,N/A|N/A|N/A,Outros,0,Apartamento
69656,Centro-Oeste,MT,Cuiabá,False,4.5,0.0,0.0,N/A|N/A|N/A,Outros,0,Apartamento
69665,Sudeste,SP,Guarulhos,False,9.4,0.0,0.0,N/A|N/A|N/A,Outros,0,Apartamento
69674,Centro-Oeste,MT,Cuiabá,True,3.9,0.0,0.0,N/A|N/A|N/A,Outros,0,Apartamento
69675,Centro-Oeste,MT,Cuiabá,True,11.4,0.0,0.0,N/A|N/A|N/A,Outros,0,Casa
69705,Centro-Oeste,MT,Cuiabá,False,1.4,0.0,0.0,N/A|N/A|N/A,Outros,0,Apartamento
69736,Sudeste,ES,Serra,False,7.0,0.0,0.0,N/A|N/A|N/A,Outros,0,Casa
69743,Sudeste,ES,Serra,False,11.5,0.0,0.0,N/A|N/A|N/A,Outros,0,Apartamento
69787,Sudeste,MG,Poços de Caldas,False,6.4,0.0,0.0,N/A|N/A|N/A,Outros,0,Comercio
69800,Sudeste,MG,Poços de Caldas,False,1.9,0.0,0.0,N/A|N/A|N/A,Outros,0,Apartamento
69812,Sudeste,MG,Poços de Caldas,False,1.0,0.0,0.0,N/A|N/A|N/A,Outros,0,Casa
69829,Centro-Oeste,MT,Cuiabá,False,0.9,0.0,0.0,N/A|N/A|N/A,Outros,0,Comercio
69830,Centro-Oeste,MT,Cuiabá,False,7.5,0.0,0.0,N/A|N/A|N/A,Outros,0,Apartamento
69839,Sudeste,ES,Cariacica,True,9.6,0.0,0.0,N/A|N/A|N/A,Outros,0,Apartamento
69848,Sudeste,ES,Cariacica,False,2.0,0.0,0.0,N/A|N/A|N/A,Outros,0,Casa
69862,Centro-Oeste,DF,Brasília,False,6.5,0.0,0.0,N/A|N/A|N/A,Outros,0,Apartamento
69921,Sudeste,RJ,Nova Iguaçu,False,11.2,0.0,0.0,N/A|N/A|N/A,Outros,0,Casa
